1.695330908,../FLSpy/images/34.714,137.414_drive_dpi=200_2160x2160.png,,,,,,
1.488967431,1.487328558,,,,,,,
1.46742462,1.534499814,,,,,,,
,,,,,,,,
1.695330908,../FLSpy/images/34.714,137.414_drive_dpi=200_2160x2160.png,,,,,,
1.448873438,1.462934343,1.445231286,,,,,,
1.440618821,1.460221128,1.461412434,,,,,,
1.400341908,1.475425003,1.478331003,,,,,,
,,,,,,,,
1.695330908,../FLSpy/images/34.714,137.414_drive_dpi=200_2160x2160.png,,,,,,
1.428698901,1.461760961,1.423506634,1.395917623,,,,,
1.391658321,1.367087303,1.383953679,1.450371315,,,,,
1.436950558,1.380531175,1.50918757,1.42920389,,,,,
1.369923106,1.385202047,1.436883778,1.450919129,,,,,
,,,,,,,,
1.695330908,../FLSpy/images/34.714,137.414_drive_dpi=200_2160x2160.png,,,,,,
1.399858897,1.437904151,1.41499562,1.424153956,1.35098446,,,,
1.335320823,1.368799739,1.379263028,1.38985251,1.450548871,,,,
1.421724097,1.310360504,1.391145917,1.36190374,1.397506336,,,,
1.394055348,1.303613767,1.480774675,1.461058834,1.427062212,,,,
1.334730218,1.387976246,1.367306333,1.425444651,1.431096447,,,,
,,,,,,,,
1.695330908,../FLSpy/images/34.714,137.414_drive_dpi=200_2160x2160.png,,,,,,
1.3894889,1.406350592,1.423253433,1.381308766,1.369873422,1.34893024,,,
1.270889169,1.388254152,1.36756689,1.360766884,1.380050695,1.388654579,,,
1.386587943,1.303305006,1.350940613,1.337289758,1.321070406,1.420686047,,,
1.422726453,1.312542046,1.36703918,1.455267233,1.376712302,1.396606412,,,
1.35111925,1.307094133,1.34296492,1.494570723,1.392565742,1.40039603,,,
1.333253508,1.315526217,1.367958125,1.341066872,1.390472259,1.404835065,,,
,,,,,,,,
1.695330908,../FLSpy/images/34.714,137.414_drive_dpi=200_2160x2160.png,,,,,,
1.337026905,1.354541052,1.383991963,1.402893135,1.345483053,1.350561591,1.33409644,1.369139401,
1.387153203,1.329617893,1.368276658,1.366046954,1.31540645,1.37743235,1.320197341,1.285576672,
1.217888558,1.342462135,1.24679725,1.354734033,1.261291197,1.359179173,1.362644415,1.414514026,
1.381534648,1.297478021,1.267427587,1.300057325,1.323581058,1.281353569,1.302174227,1.385773486,
1.384890485,1.357614104,1.205406053,1.3559853,1.388084641,1.333363587,1.382524331,1.35804151,
1.382156746,1.301162994,1.25663499,1.3668309,1.497270361,1.444658153,1.306763342,1.358835422,
1.293641859,1.309486141,1.308957456,1.281280051,1.377695059,1.367580399,1.350617537,1.393191823,
1.354335247,1.198780707,1.32688931,1.329494594,1.306887354,1.374550758,1.356648749,1.382646782,
,,,,,,,,
1.695330908,../FLSpy/images/34.714,137.414_drive_dpi=200_2160x2160.png,,,,,,
1.326514706,1.330666359,1.392032053,1.356331932,1.345628641,1.340837404,1.349177576,1.264621771,1.359258536
1.369975637,1.21481769,1.347185264,1.352482678,1.302407125,1.41036878,1.306109684,1.244157603,1.306316365
1.206000968,1.265998367,1.353448583,1.306325152,1.315099609,1.234618229,1.344363883,1.371413345,1.355794311
1.356243835,1.328995043,1.22114714,1.105852123,1.354379534,1.29247447,1.239374544,1.267021982,1.433473164
1.357984436,1.316191509,1.259470618,1.296204535,1.328234245,1.33918264,1.300091645,1.298789527,1.319912142
1.38242074,1.337563788,1.222866828,1.274459763,1.428700803,1.393957232,1.325510659,1.386493353,1.343262055
1.355203299,1.266383643,1.204603527,1.259347736,1.415345446,1.46802047,1.358475714,1.29300366,1.361916373
1.258691569,1.168910726,1.373866939,1.295765121,1.24719058,1.34120007,1.340045342,1.330872986,1.369491553
1.351309826,1.098293314,1.244045746,1.359692891,1.234131245,1.369056521,1.334550194,1.373861727,1.352126625
