ID1576628888375,1,1.58,6139,3798,683562,20000
ID1576628982256,1,1.58,6178,3811,682992,20000
ID1576629086822,1,1.58,6200,3823,676797,20000
ID1576629186948,1,1.58,6202,3817,683205,20000
ID1576629294192,1,1.58,6225,3800,682995,20000
ID1576629394688,1,1.58,6176,3814,684743,20000
ID1576629496918,1,1.58,6150,3802,682040,20000
ID1576629597409,1,1.58,6191,3821,682872,20000
ID1576629706352,1,1.58,6202,3810,684087,20000
ID1576629812220,1,1.58,6201,3823,683718,20000
ID1576629919536,2,1.4675698362583565,5807,3845,604728,20000
ID1576630007025,2,1.4675698362583565,5842,3829,608534,20000
ID1576630090400,2,1.4675698362583565,5824,3825,607091,20000
ID1576630173144,2,1.4675698362583565,6250,4103,606177,20000
ID1576630256730,2,1.4675698362583565,5829,3830,609606,20000
ID1576630340724,2,1.4675698362583565,5842,3857,619068,20000
ID1576630424484,2,1.4675698362583565,5803,3835,610146,20000
ID1576630509010,2,1.4675698362583565,5908,3861,622308,20000
ID1576630597541,2,1.4675698362583565,5821,3855,610272,20000
ID1576630683335,2,1.4675698362583565,5776,3816,605005,20000
ID1576630763328,4,1.372917333083757,6353,4063,683829,20000
ID1576630861559,4,1.372917333083757,6212,3984,671920,20000
ID1576630958740,4,1.372917333083757,6040,3834,680444,20000
ID1576631053973,4,1.372917333083757,6027,3821,674985,20000
ID1576631150962,4,1.372917333083757,6161,3957,677324,20000
ID1576631251761,4,1.372917333083757,6085,3821,668316,20000
ID1576631347770,4,1.372917333083757,6110,3895,682968,20000
ID1576631450284,4,1.372917333083757,6299,4155,681360,20000
ID1576631551430,4,1.372917333083757,5986,3795,675737,20000
ID1576631646436,4,1.372917333083757,5982,3807,676912,20000
